trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
581_11,9:35:00,9:35:00,TUS9,2,STOP: TUS9,2,3,1
581_12,8:45:00,8:45:00,PHX28,1,STOP: PHX28,0,1,1
581_12,9:50:00,9:50:00,TUS9,2,STOP: TUS9,1,2,1
581_13,9:00:00,9:00:00,PHX28,1,STOP: PHX28,3,1,0
581_13,10:05:00,10:05:00,TUS9,2,STOP: TUS9,1,1,1
584_1,6:00:00,6:00:00,PHX28,1,STOP: PHX28,3,3,1
584_1,6:54:00,6:54:00,TUS12,2,STOP: TUS12,2,1,1
584_2,6:15:00,6:15:00,PHX28,1,STOP: PHX28,0,3,1
584_2,7:09:00,7:09:00,TUS12,2,STOP: TUS12,2,1,0
584_3,6:30:00,6:30:00,PHX28,1,STOP: PHX28,2,0,1
584_3,7:24:00,7:24:00,TUS12,2,STOP: TUS12,2,3,1
584_4,6:45:00,6:45:00,PHX28,1,STOP: PHX28,0,1,1
584_4,7:39:00,7:39:00,TUS12,2,STOP: TUS12,2,2,1
584_5,7:00:00,7:00:00,PHX28,1,STOP: PHX28,1,2,1
584_5,7:54:00,7:54:00,TUS12,2,STOP: TUS12,1,1,0
584_6,7:15:00,7:15:00,PHX28,1,STOP: PHX28,2,0,1
584_6,8:09:00,8:09:00,TUS12,2,STOP: TUS12,0,2,1
584_7,7:30:00,7:30:00,PHX28,1,STOP: PHX28,1,2,0
584_7,8:24:00,8:24:00,TUS12,2,STOP: TUS12,2,1,0
584_8,7:45:00,7:45:00,PHX28,1,STOP: PHX28,1,2,1
584_8,8:39:00,8:39:00,TUS12,2,STOP: TUS12,0,0,0
584_9,8:00:00,8:00:00,PHX28,1,STOP: PHX28,1,2,1
584_9,8:54:00,8:54:00,TUS12,2,STOP: TUS12,1,3,0
584_10,8:15:00,8:15:00,PHX28,1,STOP: PHX28,1,2,1
584_10,9:09:00,9:09:00,TUS12,2,STOP: TUS12,2,1,0
584_11,8:30:00,8:30:00,PHX28,1,STOP: PHX28,0,3,0
584_11,9:24:00,9:24:00,TUS12,2,STOP: TUS12,1,2,0
584_12,8:45:00,8:45:00,PHX28,1,STOP: PHX28,3,3,1
584_12,9:39:00,9:39:00,TUS12,2,STOP: TUS12,1,2,0
584_13,9:00:00,9:00:00,PHX28,1,STOP: PHX28,2,1,1
584_13,9:54:00,9:54:00,TUS12,2,STOP: TUS12,0,2,0
